age,class_of_worker,education,marital_status,race,sex,industry,capital_zscaled,binned_income
26,Private,Graduate,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
30,Private,Graduate,Married, Asian or Pacific Islander, Male,Services/Administration,-0.15954615253005786, - 50000.
43,Private,High school graduate,Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
52,Self-employed,Some college/Vocational,Married, White, Male,Construction,-0.15954615253005786, - 50000.
47,Government,Some college/Vocational,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
28,Self-employed,Some college/Vocational,Married, Asian or Pacific Islander, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
27,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
40,Private,High school graduate,Married, White, Male,Utilities,1.1379613470167866, - 50000.
38,Private,High school graduate,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
27,Private,Some college/Vocational,Married, Asian or Pacific Islander, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
19,Government,Some college/Vocational,Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
34,Private,Bachelors degree(BA AB BS),Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
17,Government,Less than high school,Never married, White, Male,Other,-0.15954615253005786, - 50000.
28,Government,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
44,Private,High school graduate,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
48,Private,Less than high school,Married, Other, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
39,Private,Some college/Vocational,Other, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, 50000+.
30,Private,Bachelors degree(BA AB BS),Never married, White, Male,Finance/Insurance/Real Estate,-0.9580475865035666, - 50000.
18,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
33,Private,Some college/Vocational,Married, Black, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
48,Private,Graduate,Married, Other, Male,Hospitals/Health care,-0.15954615253005786, 50000+.
36,Government,Some college/Vocational,Married, Amer Indian Aleut or Eskimo, Female,Other,-0.15954615253005786, - 50000.
52,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
41,Self-employed,Some college/Vocational,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
58,Private,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
27,Private,Bachelors degree(BA AB BS),Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
44,Government,Bachelors degree(BA AB BS),Married, White, Male,Other,3.3665187667050573, 50000+.
41,Private,Some college/Vocational,Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
52,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
20,Private,High school graduate,Never married, Black, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
73,Private,High school graduate,Other, White, Female,Finance/Insurance/Real Estate,1.2131791730774732, - 50000.
39,Private,High school graduate,Married, Amer Indian Aleut or Eskimo, Female,Services/Administration,-0.15954615253005786, - 50000.
41,Private,Bachelors degree(BA AB BS),Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
50,Private,High school graduate,Other, White, Female,Services/Administration,-0.15954615253005786, - 50000.
40,Private,Some college/Vocational,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
32,Government,High school graduate,Married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
40,Private,Some college/Vocational,Married, White, Male,Services/Administration,-1.066287872786018, 50000+.
62,Private,High school graduate,Married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
32,Private,Bachelors degree(BA AB BS),Never married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
20,Self-employed,Some college/Vocational,Never married, Black, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
25,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
29,Private,Less than high school,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
60,Private,Less than high school,Other, White, Female,Services/Administration,-0.15954615253005786, - 50000.
59,Private,High school graduate,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
49,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
50,Government,Graduate,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, 50000+.
31,Private,Graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
41,Private,Graduate,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
48,Private,High school graduate,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
68,Private,Less than high school,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
39,Private,Some college/Vocational,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
32,Private,Some college/Vocational,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
21,Private,High school graduate,Never married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
55,Private,High school graduate,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
27,Private,Less than high school,Never married, Black, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
64,Private,Graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
26,Government,Graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
37,Self-employed,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
41,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
19,Private,High school graduate,Never married, White, Male,Management,-0.15954615253005786, - 50000.
39,Private,Some college/Vocational,Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
43,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
36,Private,Less than high school,Married, White, Male,Utilities,-1.1360019554764105, - 50000.
44,Government,Bachelors degree(BA AB BS),Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
20,Private,Some college/Vocational,Never married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
33,Self-employed,Bachelors degree(BA AB BS),Married, White, Male,Utilities,-0.15954615253005786, - 50000.
40,Private,High school graduate,Never married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
52,Government,High school graduate,Married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
20,Private,Less than high school,Never married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
37,Private,Bachelors degree(BA AB BS),Never married, White, Female,Management,-0.7741308288795706, - 50000.
40,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,1.8520720493124516, - 50000.
29,Private,Bachelors degree(BA AB BS),Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
49,Private,Graduate,Married, Asian or Pacific Islander, Male,"Computer, Information",-0.15954615253005786, 50000+.
56,Private,Graduate,Married, White, Male,Manufacturing,-0.15954615253005786, 50000+.
27,Private,Some college/Vocational,Other, Black, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
73,Self-employed,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
53,Private,Some college/Vocational,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
26,Private,High school graduate,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
41,Private,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
36,Private,Some college/Vocational,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
36,Private,Bachelors degree(BA AB BS),Never married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",12.603634723182063, 50000+.
23,Government,Some college/Vocational,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
21,Private,Some college/Vocational,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
42,Self-employed,Graduate,Never married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
37,Private,High school graduate,Other, Black, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
42,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
31,Government,Some college/Vocational,Married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
20,Government,Some college/Vocational,Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
39,Private,Bachelors degree(BA AB BS),Never married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
37,Private,Some college/Vocational,Married, White, Male,Construction,-0.15954615253005786, - 50000.
31,Private,Bachelors degree(BA AB BS),Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
42,Self-employed,High school graduate,Married, White, Female,Management,-0.15954615253005786, - 50000.
25,Private,Less than high school,Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
58,Government,High school graduate,Married, Black, Male,Utilities,-0.15954615253005786, - 50000.
51,Private,High school graduate,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
54,Self-employed,High school graduate,Never married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
50,Private,High school graduate,Married, Black, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
61,Self-employed,High school graduate,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
51,Self-employed,High school graduate,Married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
57,Private,Less than high school,Other, Black, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
32,Private,Some college/Vocational,Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
29,Private,Some college/Vocational,Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
55,Private,Bachelors degree(BA AB BS),Married, White, Male,Utilities,-0.15954615253005786, 50000+.
39,Private,High school graduate,Other, Black, Male,"Computer, Information",-0.15954615253005786, - 50000.
47,Private,Bachelors degree(BA AB BS),Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
16,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
35,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
73,Private,Bachelors degree(BA AB BS),Married, White, Male,Services/Administration,-1.1896634533367785, 50000+.
23,Government,Bachelors degree(BA AB BS),Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
56,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
41,Government,Bachelors degree(BA AB BS),Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
21,Private,Some college/Vocational,Never married, Black, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
35,Self-employed,Some college/Vocational,Other, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",1.7213581442679657, - 50000.
39,Private,Some college/Vocational,Never married, White, Male,Utilities,-0.15954615253005786, - 50000.
31,Private,Bachelors degree(BA AB BS),Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
41,Government,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
33,Private,Some college/Vocational,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
39,Private,High school graduate,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
42,Private,High school graduate,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
26,Government,High school graduate,Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
35,Self-employed,Bachelors degree(BA AB BS),Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
51,Private,High school graduate,Married, Black, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
21,Private,High school graduate,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
23,Private,Bachelors degree(BA AB BS),Never married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
29,Self-employed,Graduate,Married, White, Male,Services/Administration,-0.15954615253005786, 50000+.
18,Private,High school graduate,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
24,Private,High school graduate,Married, Black, Male,Utilities,-0.15954615253005786, - 50000.
16,Private,Less than high school,Never married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
33,Private,Some college/Vocational,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
21,Private,Less than high school,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
24,Private,Some college/Vocational,Never married, Black, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
54,Government,Bachelors degree(BA AB BS),Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
58,Private,High school graduate,Other, White, Female,Services/Administration,-0.15954615253005786, - 50000.
49,Private,High school graduate,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
68,Government,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
47,Private,Graduate,Married, Black, Male,Hospitals/Health care,-0.15954615253005786, 50000+.
34,Private,Less than high school,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",1.023758672083183, - 50000.
49,Private,Less than high school,Married, Black, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
41,Private,High school graduate,Other, White, Female,"Computer, Information",-0.15954615253005786, - 50000.
34,Private,Some college/Vocational,Married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
36,Private,Some college/Vocational,Married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
47,Government,Some college/Vocational,Married, White, Female,Other,-0.15954615253005786, - 50000.
75,Self-employed,High school graduate,Married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
56,Private,Less than high school,Married, Black, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
24,Private,Less than high school,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
62,Private,Less than high school,Other, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
39,Private,Some college/Vocational,Married, White, Female,Management,-0.15954615253005786, 50000+.
25,Private,Bachelors degree(BA AB BS),Never married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
41,Private,High school graduate,Married, Black, Male,"Computer, Information",-0.15954615253005786, 50000+.
53,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, 50000+.
35,Self-employed,Some college/Vocational,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
67,Self-employed,Some college/Vocational,Other, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",0.7861804165988192, - 50000.
38,Private,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
32,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
58,Private,Graduate,Married, White, Male,Services/Administration,-0.15954615253005786, 50000+.
46,Private,Some college/Vocational,Other, White, Male,Manufacturing,-0.15954615253005786, - 50000.
53,Self-employed,High school graduate,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, 50000+.
62,Private,High school graduate,Other, Black, Female,Utilities,-0.15954615253005786, - 50000.
27,Self-employed,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
61,Self-employed,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
35,Private,Less than high school,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
55,Private,Less than high school,Married, Black, Male,Utilities,-0.15954615253005786, - 50000.
29,Government,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
36,Government,Bachelors degree(BA AB BS),Married, White, Male,Services/Administration,3.1876471071704975, - 50000.
47,Private,Bachelors degree(BA AB BS),Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
41,Private,Graduate,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
54,Private,High school graduate,Married, Black, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
49,Private,Some college/Vocational,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
26,Private,High school graduate,Married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
30,Private,High school graduate,Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
43,Private,Bachelors degree(BA AB BS),Other, Black, Female,Hospitals/Health care,-0.15954615253005786, 50000+.
48,Private,Less than high school,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
43,Private,High school graduate,Never married, White, Male,Utilities,-0.15954615253005786, - 50000.
37,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
44,Private,Some college/Vocational,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
37,Private,Bachelors degree(BA AB BS),Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
46,Private,Some college/Vocational,Married, White, Female,Manufacturing,1.1379613470167866, - 50000.
25,Private,High school graduate,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
55,Government,High school graduate,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
35,Private,Graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
46,Private,Bachelors degree(BA AB BS),Never married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, 50000+.
44,Private,High school graduate,Other, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
26,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
43,Self-employed,High school graduate,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
32,Self-employed,High school graduate,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
80,Self-employed,High school graduate,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
61,Private,High school graduate,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
47,Private,Less than high school,Married, White, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
28,Private,High school graduate,Married, Asian or Pacific Islander, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
45,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
50,Private,Less than high school,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
57,Private,High school graduate,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
40,Private,Some college/Vocational,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
26,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
39,Private,Some college/Vocational,Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
26,Private,High school graduate,Never married, Black, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
28,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
28,Self-employed,Bachelors degree(BA AB BS),Never married, Asian or Pacific Islander, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
39,Private,Graduate,Married, White, Male,Finance/Insurance/Real Estate,3.3665187667050573, 50000+.
37,Private,High school graduate,Never married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
56,Private,High school graduate,Married, White, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
36,Private,High school graduate,Married, Black, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
39,Private,High school graduate,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, 50000+.
36,Private,High school graduate,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
56,Private,High school graduate,Married, White, Male,Trade,-0.15954615253005786, - 50000.
18,Private,Less than high school,Never married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
42,Private,High school graduate,Married, White, Male,Manufacturing,-0.8406343946039582, - 50000.
47,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
56,Private,High school graduate,Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
48,Private,High school graduate,Other, White, Male,Construction,0.32432461877496893, - 50000.
48,Private,Bachelors degree(BA AB BS),Married, White, Male,"Computer, Information",-0.15954615253005786, 50000+.
55,Government,High school graduate,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
26,Private,Some college/Vocational,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
53,Private,Some college/Vocational,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
48,Private,Graduate,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
19,Private,Some college/Vocational,Never married, Asian or Pacific Islander, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
25,Self-employed,Some college/Vocational,Married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
32,Private,High school graduate,Married, Black, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
42,Private,High school graduate,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
25,Government,Some college/Vocational,Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
26,Private,Bachelors degree(BA AB BS),Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
39,Private,Bachelors degree(BA AB BS),Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
32,Private,High school graduate,Married, White, Male,Construction,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
50,Government,High school graduate,Married, White, Female,Other,-0.15954615253005786, - 50000.
43,Government,Bachelors degree(BA AB BS),Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
32,Private,High school graduate,Other, Other, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
19,Private,Some college/Vocational,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
28,Self-employed,Some college/Vocational,Married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
43,Private,Bachelors degree(BA AB BS),Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
42,Self-employed,Bachelors degree(BA AB BS),Married, White, Male,Management,-0.15954615253005786, 50000+.
53,Government,Some college/Vocational,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
16,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
55,Private,Bachelors degree(BA AB BS),Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
36,Private,Bachelors degree(BA AB BS),Never married, White, Female,Management,-0.15954615253005786, - 50000.
36,Private,High school graduate,Married, Other, Male,Manufacturing,-0.15954615253005786, - 50000.
47,Self-employed,Graduate,Married, White, Male,Construction,6.73114054707821, 50000+.
26,Private,High school graduate,Married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
25,Private,High school graduate,Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
56,Private,Bachelors degree(BA AB BS),Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
29,Self-employed,High school graduate,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
38,Private,High school graduate,Never married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
28,Private,High school graduate,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
49,Private,High school graduate,Never married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
28,Private,High school graduate,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
44,Private,High school graduate,Never married, Black, Male,Utilities,-0.15954615253005786, - 50000.
40,Government,Graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
34,Private,Less than high school,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
37,Self-employed,Some college/Vocational,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
32,Government,Some college/Vocational,Other, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
32,Private,Bachelors degree(BA AB BS),Other, Black, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
46,Self-employed,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
38,Private,High school graduate,Married, Asian or Pacific Islander, Female,Trade,-0.15954615253005786, - 50000.
51,Self-employed,Some college/Vocational,Married, Black, Male,Services/Administration,-0.15954615253005786, - 50000.
34,Private,Bachelors degree(BA AB BS),Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
50,Self-employed,Less than high school,Married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
25,Private,Graduate,Other, Black, Female,Services/Administration,-0.15954615253005786, - 50000.
61,Private,Graduate,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
47,Private,High school graduate,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
44,Government,Some college/Vocational,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
50,Self-employed,Graduate,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
33,Private,High school graduate,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
39,Private,Some college/Vocational,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
40,Private,High school graduate,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
47,Private,Bachelors degree(BA AB BS),Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
42,Government,Bachelors degree(BA AB BS),Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
55,Self-employed,High school graduate,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
38,Self-employed,Some college/Vocational,Married, White, Male,Trade,-0.15954615253005786, - 50000.
60,Private,Bachelors degree(BA AB BS),Other, White, Female,Manufacturing,-0.15954615253005786, - 50000.
30,Private,High school graduate,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Private,Some college/Vocational,Never married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
23,Government,Bachelors degree(BA AB BS),Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
